Item_Id,Date,State_of_Country,Market_Category,Product_Category,Grade,Demand,Low_Cap_Price,High_Cap_Price
IT_43,2007-07-05,21,220,12,0,36.5,3193,4403
IT_44,2007-07-05,22,227,0,0,3.6,447,724
IT_45,2007-07-06,23,236,0,0,2.6,1320,7873
IT_46,2007-07-06,0,242,0,0,1.3,2499,3680
IT_47,2007-07-06,0,0,0,0,0.7,2368,4231
IT_49,2007-07-06,0,1,0,0,0.4,5230,7878
IT_50,2007-07-06,0,256,0,0,0.3,3755,6552
IT_53,2007-07-06,0,268,0,2,1.7,1592,4907
IT_54,2007-07-06,0,275,0,0,0.1,3144,4133
IT_56,2007-07-06,0,301,1,0,0.1,2449,3335
IT_57,2007-07-06,0,283,1,0,1.1,1911,3545
IT_58,2007-07-06,0,289,0,2,1.2,3480,6816
IT_59,2007-07-06,0,294,0,2,0.2,1953,5938
IT_60,2007-07-06,0,436,0,0,0.4,1902,3384
IT_61,2007-07-06,0,450,0,0,0.7,2354,4806
IT_63,2007-07-06,0,308,0,0,0.8,1755,3203
IT_65,2007-07-06,0,461,1,0,0.1,2832,4205
IT_66,2007-07-06,0,320,0,0,1.6,1860,5149
IT_67,2007-07-06,1,326,1,0,0.5,3861,5330
IT_68,2007-07-06,1,334,0,0,0.1,2219,2766
IT_69,2007-07-06,1,342,0,0,0.5,1627,3009
IT_71,2007-07-06,2,350,1,1,122.9,3772,6185
IT_72,2007-07-06,17,358,0,3,2.1,2669,14524
IT_73,2007-07-06,17,13,0,3,0,341,2196
IT_74,2007-07-06,17,363,0,3,3.7,377,894
IT_75,2007-07-06,17,368,15,3,0.1,5269,15234
IT_76,2007-07-06,18,23,10,2,544.6,1385,6114
IT_77,2007-07-06,18,23,11,2,0,4819,11778
IT_78,2007-07-06,18,23,12,2,0,5120,13296
IT_82,2007-07-06,20,383,10,1,0.8,3331,4734
IT_86,2007-07-06,20,104,13,0,1.7,991,4225
IT_90,2007-07-06,20,403,0,0,0,2495,3803
IT_94,2007-07-06,3,416,1,2,1,2918,5803
IT_95,2007-07-06,3,423,15,0,8.9,2717,7305
IT_96,2007-07-06,3,430,1,2,2.3,3239,5058
IT_97,2007-07-06,21,437,0,0,66.5,4044,5395
IT_98,2007-07-06,21,441,10,2,22.5,3251,4385
IT_99,2007-07-06,21,442,0,1,1.7,5190,6927
IT_101,2007-07-06,21,443,0,0,0.2,3743,5510
IT_103,2007-07-06,21,444,0,1,18.5,3989,5606
IT_108,2007-07-06,21,446,10,0,11.6,4331,6685
IT_109,2007-07-06,21,447,0,0,1.2,3121,4144
IT_110,2007-07-06,21,448,14,0,0,3047,4645
IT_115,2007-07-06,21,452,0,0,4.1,3609,5322
IT_116,2007-07-06,21,205,10,0,0.6,2679,3712
IT_118,2007-07-06,21,453,10,0,3.5,4525,6177
IT_121,2007-07-07,0,242,0,0,1.5,2258,4061
IT_123,2007-07-07,0,1,0,0,1.3,1428,3750
IT_125,2007-07-07,0,262,0,1,0.6,3148,4827
IT_129,2007-07-07,0,268,0,2,7.3,1850,4707
IT_131,2007-07-07,0,235,0,2,1.6,2954,4905
IT_134,2007-07-07,0,294,0,2,0.1,1993,3757
IT_135,2007-07-07,0,367,0,0,3.6,2658,4847
IT_136,2007-07-07,0,436,0,0,0.4,1795,3927
IT_137,2007-07-07,0,450,0,0,0.7,2779,4291
IT_141,2007-07-07,1,455,0,0,0.1,1358,4158
IT_142,2007-07-07,1,456,1,0,0.1,3282,6384
IT_143,2007-07-07,1,326,1,0,0.4,2997,6241
IT_144,2007-07-07,1,342,0,0,0.2,1982,3752
IT_147,2007-07-07,2,457,1,3,0,4657,9282
IT_148,2007-07-07,4,458,10,0,0,5408,7581
IT_149,2007-07-07,4,459,0,0,1.2,6050,9081
IT_150,2007-07-07,17,460,15,3,0.1,252,416
IT_151,2007-07-07,17,462,0,3,11.1,2006,5257
IT_152,2007-07-07,17,358,0,3,4.3,2462,12404
IT_155,2007-07-07,18,23,10,0,755.4,1352,6450
IT_157,2007-07-07,18,23,12,2,0,5155,12634
IT_160,2007-07-07,20,55,0,0,0.9,3963,5451
IT_162,2007-07-07,20,389,0,1,0.5,1812,4464
IT_164,2007-07-07,20,104,13,0,1.7,1270,3866
IT_167,2007-07-07,20,463,10,0,0.5,1956,4971
IT_169,2007-07-07,20,464,0,0,0.6,2323,3116
IT_172,2007-07-07,3,423,15,0,17.2,2892,7322
IT_174,2007-07-07,21,437,0,0,56.9,3885,5485
IT_178,2007-07-07,21,443,0,0,0.1,3653,5239
IT_182,2007-07-07,21,467,0,0,0.7,3112,4515
IT_187,2007-07-07,21,447,0,0,0,3098,4207
IT_190,2007-07-07,21,468,1,2,0,3928,5598
IT_195,2007-07-07,21,469,0,0,3.4,4663,5797
IT_197,2007-07-07,21,470,1,0,2.3,2563,3814
IT_200,2007-07-07,21,453,10,0,2.2,4818,7038
IT_202,2007-07-07,5,471,0,1,1.3,2151,3308
IT_203,2007-07-07,22,227,0,0,0,522,839
IT_206,2007-07-08,0,454,1,0,0.7,2797,5545
IT_208,2007-07-08,0,256,0,0,1.7,3070,5434
IT_214,2007-07-08,0,268,0,2,1.5,1754,4964
IT_215,2007-07-08,0,275,0,0,0.1,3958,4961
IT_218,2007-07-08,0,301,1,0,0.7,1421,3972
IT_221,2007-07-08,0,294,0,2,0.3,2097,5843
IT_227,2007-07-08,0,320,0,0,1.7,1962,4722
IT_228,2007-07-08,1,6,0,0,0.3,3727,5803
IT_232,2007-07-08,6,8,0,0,2.3,2779,4241
IT_233,2007-07-08,2,350,1,1,133.3,3380,6026
IT_234,2007-07-08,17,9,0,3,0.1,3568,12265
IT_236,2007-07-08,17,358,0,3,3.9,2606,11726
IT_238,2007-07-08,17,10,15,3,22.6,520,1210
IT_239,2007-07-08,17,11,0,3,145.5,418,627
IT_240,2007-07-08,18,23,10,2,730.1,1528,6809
IT_245,2007-07-08,20,55,0,0,0.8,3718,5220
IT_247,2007-07-08,20,73,0,0,0.1,1253,1779
IT_249,2007-07-08,20,389,0,1,0,2236,4456
IT_251,2007-07-08,20,114,14,0,0.1,1755,4114
IT_252,2007-07-08,20,131,10,0,0.4,3795,8480
IT_253,2007-07-08,20,403,0,0,140.9,2488,3518
IT_255,2007-07-08,20,407,0,0,0.2,2195,5337
IT_256,2007-07-08,3,416,1,2,11.5,2733,5738
IT_257,2007-07-08,3,423,15,0,10,2757,7460
IT_259,2007-07-08,21,437,0,0,51,3700,5706
IT_260,2007-07-08,21,441,10,2,17.7,3539,4551
IT_264,2007-07-08,21,443,0,0,0.3,4021,5730
IT_266,2007-07-08,21,444,0,1,22.1,4063,5754
IT_268,2007-07-08,21,14,0,0,2.6,3254,4275
IT_270,2007-07-08,21,162,0,1,2.3,3779,5226
IT_271,2007-07-08,21,165,0,0,22.9,2556,3755
IT_274,2007-07-08,21,448,14,0,0.6,3394,4168
IT_279,2007-07-08,21,452,0,0,3.4,4034,5462
IT_280,2007-07-08,21,469,0,0,1.2,4702,5580
IT_288,2007-07-09,0,454,1,0,0.7,2725,4977
IT_289,2007-07-09,0,1,0,0,0.2,5284,8985
IT_295,2007-07-09,0,268,0,2,0.9,1787,4824
IT_297,2007-07-09,0,15,0,2,0.1,5177,6859
IT_299,2007-07-09,0,283,1,0,0.1,3169,4228
IT_301,2007-07-09,0,294,0,2,0.4,2016,4344
IT_308,2007-07-09,0,320,0,0,3.8,1373,4098
IT_309,2007-07-09,1,456,1,0,0.1,3483,7163
IT_311,2007-07-09,11,16,0,0,2.3,3000,4617
IT_312,2007-07-09,4,17,15,0,1.2,9029,12734
IT_315,2007-07-09,17,11,0,3,49.9,362,647
IT_317,2007-07-09,18,23,10,2,1319,1609,6320
IT_319,2007-07-09,18,23,12,2,0,5280,12360
IT_322,2007-07-09,20,55,0,0,0.2,3564,4920
IT_325,2007-07-09,20,114,14,0,0.5,1722,4157
IT_328,2007-07-09,20,403,0,0,123.4,2512,3939
IT_331,2007-07-09,21,441,10,2,22.1,3589,4931
IT_346,2007-07-09,21,188,10,0,7.9,3519,5127
IT_347,2007-07-09,21,452,0,0,5.4,3676,5092
IT_351,2007-07-09,21,453,10,0,3.5,4858,7076
IT_353,2007-07-09,5,471,0,1,1.1,1996,3208
IT_361,2007-07-10,0,256,0,0,2.3,2873,6511
IT_362,2007-07-10,0,262,0,1,0.6,2933,6035
IT_366,2007-07-10,0,268,0,2,3.4,1741,5269
IT_370,2007-07-10,0,301,1,0,0.3,1743,2474
IT_371,2007-07-10,0,19,0,1,0.3,1258,2421
IT_372,2007-07-10,0,283,1,0,1.5,1994,4455
IT_374,2007-07-10,0,294,0,2,0.4,2075,5989
IT_379,2007-07-10,0,320,0,0,1.8,1851,5169
IT_386,2007-07-10,4,20,16,0,2.2,7210,13915
IT_388,2007-07-10,17,9,0,3,0,4703,12438
IT_389,2007-07-10,17,358,0,3,4.5,3253,14657
IT_395,2007-07-10,20,55,0,0,0.3,2255,5302
IT_401,2007-07-10,20,403,0,0,112.6,2515,3777
IT_404,2007-07-10,3,416,1,2,0,2829,5907
IT_405,2007-07-10,3,423,15,0,14.2,3146,7454
IT_407,2007-07-10,21,437,0,0,47.7,4016,5776
IT_411,2007-07-10,21,443,0,0,0.4,4110,5257
IT_413,2007-07-10,21,444,0,1,14.9,4108,5834
IT_415,2007-07-10,21,162,0,1,1.7,3644,5327
IT_418,2007-07-10,21,447,0,0,1.2,3118,4470
IT_421,2007-07-10,21,24,10,0,8.5,3739,4786
IT_422,2007-07-10,21,468,1,2,0,3979,5750
IT_423,2007-07-10,21,449,0,0,2.3,3006,4553
IT_426,2007-07-10,21,188,10,0,8.9,3538,4818
IT_427,2007-07-10,21,452,0,0,5.8,3995,5369
IT_430,2007-07-10,21,470,1,0,2.9,2857,3901
IT_432,2007-07-10,21,453,10,0,2.3,4563,6621
IT_434,2007-07-10,5,471,0,1,4.7,2059,3362
IT_436,2007-07-11,0,0,0,0,1.3,2379,4811
IT_437,2007-07-11,0,3,0,0,0.5,2233,3930
IT_438,2007-07-11,0,250,0,2,0.6,2461,6447
IT_446,2007-07-11,0,235,0,2,1.4,3044,5460
IT_447,2007-07-11,0,15,0,2,0,1875,6886
IT_448,2007-07-11,0,26,1,2,0.7,1818,2910
IT_452,2007-07-11,0,294,0,2,0.5,1846,6089
IT_457,2007-07-11,0,315,10,2,0.7,3192,4644
IT_459,2007-07-11,0,320,0,0,7,1529,5266
IT_462,2007-07-11,20,55,0,0,0.2,4372,5267
IT_464,2007-07-11,20,407,0,0,1.5,2243,3921
IT_465,2007-07-11,21,443,0,0,0.1,3904,5638
IT_474,2007-07-11,21,188,10,0,8.3,3601,4924
IT_475,2007-07-11,21,469,0,0,0.7,4132,5763
IT_477,2007-07-11,21,205,10,0,1,2737,4136
IT_482,2007-07-12,0,0,0,0,0.5,2812,4772
IT_484,2007-07-12,0,250,0,2,0.1,4648,5939
IT_490,2007-07-12,0,164,0,0,6.5,2319,4123
IT_492,2007-07-12,0,15,0,2,0.1,7706,9452
IT_493,2007-07-12,0,301,1,0,0.1,2073,2946
IT_500,2007-07-12,0,320,0,0,1.8,1739,4565
IT_503,2007-07-12,1,342,0,0,0.8,1655,3963
IT_510,2007-07-12,17,460,15,3,0.1,661,1296
IT_511,2007-07-12,17,358,0,3,7.8,2377,12818
IT_516,2007-07-12,19,44,13,1,0.2,6437,11084
IT_518,2007-07-12,20,55,0,0,0.2,3865,5735
IT_519,2007-07-12,20,64,0,2,0.1,4162,5617
IT_521,2007-07-12,20,21,1,0,0,1504,3169
IT_523,2007-07-12,20,94,0,0,9.8,1226,4528
IT_526,2007-07-12,20,124,0,0,0,3386,4521
IT_529,2007-07-12,20,30,13,1,0.1,2277,3549
IT_531,2007-07-12,3,423,15,0,6.6,3034,7067
IT_534,2007-07-12,21,441,10,2,0,3705,4729
IT_536,2007-07-12,21,141,0,0,2.2,3559,4732
IT_538,2007-07-12,21,443,0,0,0.1,4171,5601
IT_540,2007-07-12,21,445,0,0,1.7,2429,4049
IT_544,2007-07-12,21,446,10,0,12.2,4358,6645
IT_546,2007-07-12,21,448,14,0,0.7,3287,4969
IT_548,2007-07-12,21,24,10,0,2.2,3705,4897
IT_555,2007-07-12,21,469,0,0,1.2,4306,6136
IT_562,2007-07-13,0,0,0,0,1.5,2515,4049
IT_563,2007-07-13,0,1,0,0,0,1490,5865
IT_571,2007-07-13,0,268,0,2,6.7,1667,5541
IT_572,2007-07-13,0,235,0,2,1.1,3096,5774
IT_573,2007-07-13,0,15,0,2,0.2,2104,6633
IT_577,2007-07-13,0,283,1,0,0.7,2848,4721
IT_585,2007-07-13,0,315,10,2,2.3,3508,4662
IT_593,2007-07-13,17,9,0,3,0.5,7258,11265
IT_594,2007-07-13,17,358,0,3,1.3,2612,14496
IT_596,2007-07-13,17,11,0,3,171.3,405,728
IT_601,2007-07-13,20,55,0,0,0.1,3970,5770
IT_605,2007-07-13,20,94,0,0,21.8,967,4683
IT_606,2007-07-13,20,104,13,0,3,1233,5362
IT_608,2007-07-13,20,124,0,0,0.1,2958,4143
IT_609,2007-07-13,20,131,10,0,0.1,4152,7245
IT_610,2007-07-13,20,403,0,0,11.3,2554,3751
IT_613,2007-07-13,20,407,0,0,0.1,2416,4719
IT_615,2007-07-13,3,423,15,0,11.3,2691,7729
IT_616,2007-07-13,21,437,0,0,177.5,3906,5559
IT_618,2007-07-13,21,443,0,0,0.1,4109,5353
IT_620,2007-07-13,21,445,0,0,1.1,2644,3955
IT_621,2007-07-13,21,156,0,0,29.1,4307,6081
IT_626,2007-07-13,21,448,14,0,0,3414,4358
IT_627,2007-07-13,21,24,10,0,17.8,3523,4806
IT_633,2007-07-13,21,452,0,0,5,3875,5683
IT_635,2007-07-13,21,470,1,0,0,581,1003
IT_641,2007-07-14,0,3,0,0,0.3,2158,3633
IT_642,2007-07-14,0,250,0,2,0,4760,6580
IT_644,2007-07-14,0,1,0,0,0.7,1530,4123
IT_655,2007-07-14,0,15,0,2,0.5,1771,5863
IT_657,2007-07-14,0,283,1,0,0.1,1975,2601
IT_665,2007-07-14,0,320,0,0,2.5,1553,4987
IT_668,2007-07-14,11,16,0,0,2.3,3761,6469
IT_669,2007-07-14,2,350,1,1,146.3,4006,6725
IT_670,2007-07-14,2,457,1,3,0,4743,10389
IT_671,2007-07-14,4,458,10,0,1.2,5133,6983
IT_672,2007-07-14,4,459,0,0,1.2,6778,9862
IT_673,2007-07-14,17,358,0,3,4.6,3073,15082
IT_674,2007-07-14,17,13,0,3,0,338,2339
IT_675,2007-07-14,17,11,0,3,22.5,488,1089
IT_677,2007-07-14,18,23,11,2,1652.8,5843,12123
IT_678,2007-07-14,18,23,12,2,0,6304,12388
IT_681,2007-07-14,20,55,0,0,0.6,4183,5191
IT_684,2007-07-14,20,104,13,0,7.9,1188,6154
IT_687,2007-07-14,20,403,0,0,113.4,2658,3546
IT_693,2007-07-14,3,416,1,2,0.2,2560,5325
IT_694,2007-07-14,3,423,15,0,17.1,3267,7931
IT_701,2007-07-14,21,443,0,0,0.1,3897,5452
IT_711,2007-07-14,21,167,0,0,9,4132,6442
IT_712,2007-07-14,21,24,10,0,11.6,3465,5235
IT_713,2007-07-14,21,468,1,2,0.2,4307,5261
IT_717,2007-07-14,21,452,0,0,5.4,3766,5670
IT_720,2007-07-14,21,205,10,0,1.2,2938,4037
IT_724,2007-07-14,5,471,0,1,3.3,1884,3285
IT_725,2007-07-14,22,227,0,0,4.5,521,838
IT_731,2007-07-15,0,1,0,0,0.1,2054,2875
IT_741,2007-07-15,0,15,0,2,0.2,2218,6787
IT_744,2007-07-15,0,283,1,0,0.5,2932,6187
IT_748,2007-07-15,0,436,0,0,0.1,2066,3851
IT_752,2007-07-15,0,320,0,0,0.6,1728,4759
IT_758,2007-07-15,8,35,16,2,634.8,1128,3097
IT_763,2007-07-15,17,358,0,3,4.2,5567,14116
IT_766,2007-07-15,19,44,13,1,0.1,6331,11450
IT_768,2007-07-15,20,55,0,0,0.2,3739,4626
IT_773,2007-07-15,20,124,0,0,0.1,3474,4499
IT_778,2007-07-15,3,416,1,2,19.2,2640,5594
IT_779,2007-07-15,3,423,15,0,11.2,3341,8126
IT_780,2007-07-15,3,430,1,2,2.8,3335,5246
IT_781,2007-07-15,21,437,0,0,11.8,4353,6148
IT_782,2007-07-15,21,441,10,2,18,3574,4648
IT_787,2007-07-15,21,443,0,0,0.1,4005,5506
IT_791,2007-07-15,21,14,0,0,1.6,3278,4593
IT_792,2007-07-15,21,162,0,1,2,4023,5777
IT_794,2007-07-15,21,446,10,0,8.3,4706,6595
IT_798,2007-07-15,21,24,10,0,11.8,3476,4839
IT_799,2007-07-15,21,449,0,0,1.2,3162,4951
IT_802,2007-07-15,21,452,0,0,4.5,4162,5421
IT_811,2007-07-16,0,3,0,0,0.1,2455,3883
IT_812,2007-07-16,0,250,0,2,0,4034,5884
IT_813,2007-07-16,0,1,0,0,0.8,2462,8711
IT_824,2007-07-16,0,301,1,0,0.4,2297,3314
IT_825,2007-07-16,0,283,1,0,0.5,2371,6303
IT_829,2007-07-16,0,436,0,0,0.1,1937,3771
IT_833,2007-07-16,0,315,10,2,17.7,1448,6247
IT_835,2007-07-16,0,320,0,0,5.5,1406,4383
IT_837,2007-07-16,1,7,1,0,0.1,2994,4839
IT_843,2007-07-16,11,16,0,0,2.4,4325,6359
IT_845,2007-07-16,4,36,0,1,3.5,11025,15126
IT_846,2007-07-16,4,36,0,0,0,8250,12361
IT_847,2007-07-16,17,13,0,3,0,393,2721
IT_848,2007-07-16,17,11,0,3,9.5,469,671
IT_852,2007-07-16,20,55,0,0,0.7,3788,5364
IT_853,2007-07-16,20,73,0,0,0.2,1133,1608
IT_855,2007-07-16,20,104,13,0,1.1,1518,6504
IT_857,2007-07-16,20,22,0,2,0.1,2837,4859
IT_858,2007-07-16,20,124,0,0,0.1,3081,4515
IT_864,2007-07-16,21,437,0,0,9,3977,6322
IT_865,2007-07-16,21,441,10,2,12.1,3756,4762
IT_868,2007-07-16,21,37,1,0,5.6,4051,5165
IT_870,2007-07-16,21,443,0,0,0.1,4005,5844
IT_877,2007-07-16,21,448,14,0,1.1,3625,4963
IT_879,2007-07-16,21,24,10,0,13.6,3550,4988
IT_888,2007-07-16,21,470,1,0,0,2723,3914
IT_894,2007-07-17,23,31,0,1,9.3,5660,9617
IT_898,2007-07-17,0,1,0,0,0.1,1622,2326
IT_899,2007-07-17,0,256,0,0,1.1,2364,12470
IT_904,2007-07-17,0,275,0,0,0.1,2912,3948
IT_906,2007-07-17,0,301,1,0,0.1,2462,3002
IT_908,2007-07-17,0,283,1,0,0.7,1891,5090
IT_910,2007-07-17,0,294,0,2,0.7,2523,6022
IT_912,2007-07-17,0,436,0,0,0.1,1822,3741
IT_919,2007-07-17,4,458,10,0,0.6,5654,7942
IT_922,2007-07-17,17,462,0,3,2.3,3538,7064
IT_923,2007-07-17,17,358,0,3,7,5753,14282
IT_924,2007-07-17,17,13,0,3,0,519,2398
IT_925,2007-07-17,17,10,15,3,9,856,1639
IT_930,2007-07-17,20,55,0,0,0.3,2930,4717
IT_936,2007-07-17,20,407,0,0,0.1,2723,4479
IT_940,2007-07-17,21,443,0,0,0.1,4425,5712
IT_944,2007-07-17,21,162,0,1,1.2,3861,5258
IT_954,2007-07-17,21,452,0,0,4.2,3959,5307
IT_957,2007-07-17,21,470,1,0,0,2958,4046
IT_960,2007-07-17,21,220,12,0,22.3,3318,4792
IT_961,2007-07-17,5,471,0,1,4.5,2057,3165
IT_965,2007-07-18,0,3,0,0,0.2,2357,3570
IT_974,2007-07-18,0,32,0,2,0.1,4275,6329
IT_975,2007-07-18,0,15,0,2,0.1,1013,1376
IT_977,2007-07-18,0,283,1,0,1.1,2608,6071
IT_980,2007-07-18,0,367,0,0,1.8,2449,5229
IT_989,2007-07-18,20,22,0,0,0.1,3603,5626
IT_990,2007-07-18,21,443,0,0,0.1,4191,5971
IT_993,2007-07-18,21,445,0,0,1.8,2706,4217
IT_1005,2007-07-19,0,0,0,0,0.7,2099,3958
IT_1006,2007-07-19,0,250,0,2,0,4273,5901
IT_1007,2007-07-19,0,1,0,0,0.7,2929,5777
IT_1015,2007-07-19,0,235,0,2,1.2,3132,6194
IT_1016,2007-07-19,0,15,0,2,0,2107,6666
IT_1017,2007-07-19,0,26,1,2,0.5,1932,2981
IT_1026,2007-07-19,1,455,0,0,0.2,3191,6074
IT_1027,2007-07-19,1,342,0,0,0.5,1258,3581
IT_1029,2007-07-19,11,16,0,0,2.3,4301,6250
IT_1030,2007-07-19,8,35,16,2,1022.6,1072,3774
IT_1031,2007-07-19,8,35,17,2,0,1426,3451
IT_1033,2007-07-19,8,35,12,2,0,6607,12936
IT_1034,2007-07-19,17,9,0,3,0,6154,12822
IT_1035,2007-07-19,17,13,0,3,0,567,2560
IT_1037,2007-07-19,17,39,0,3,9.9,2978,5626
IT_1042,2007-07-19,20,55,0,0,0.8,3815,5500
IT_1043,2007-07-19,20,40,0,0,9.5,3396,6285
IT_1044,2007-07-19,20,73,0,0,0.2,1188,1438
IT_1047,2007-07-19,20,114,14,0,0.1,1962,4253
IT_1050,2007-07-19,20,407,0,0,0.4,3027,4410
IT_1052,2007-07-19,3,41,0,0,0,5717,12534
IT_1054,2007-07-19,21,437,0,0,7.3,4338,5781
IT_1061,2007-07-19,21,443,0,0,0.1,4425,5921
IT_1063,2007-07-19,21,445,0,0,2.4,2941,4138
IT_1066,2007-07-19,21,446,10,0,8.9,4468,6779
IT_1074,2007-07-19,21,452,0,0,5.2,3700,5616
IT_1075,2007-07-19,21,469,0,0,0.6,4687,6151
IT_1079,2007-07-19,21,220,12,0,28.1,3460,4713
IT_1084,2007-07-20,0,454,1,0,1,2621,5024
IT_1095,2007-07-20,0,15,0,2,0.2,2192,6805
IT_1099,2007-07-20,0,283,1,0,1.2,2233,5756
IT_1114,2007-07-20,11,2,0,1,4.5,5059,8789
IT_1119,2007-07-20,17,358,0,3,4.7,2935,14224
IT_1122,2007-07-20,17,39,0,3,3.7,3166,5894
IT_1123,2007-07-20,17,11,0,3,45.3,471,911
IT_1128,2007-07-20,20,55,0,0,0.2,2865,4073
IT_1129,2007-07-20,20,40,0,0,0.1,4383,5412
IT_1137,2007-07-20,20,403,0,0,171.9,2683,3490
IT_1139,2007-07-20,20,407,0,0,0.2,2782,4964
IT_1140,2007-07-20,3,416,1,2,0,2735,5772
IT_1141,2007-07-20,3,423,15,0,6.7,2854,7850
IT_1144,2007-07-20,21,441,10,2,11.8,3750,5019
IT_1146,2007-07-20,21,141,0,0,2.2,3777,5251
IT_1150,2007-07-20,21,162,0,1,1.8,3573,5539
IT_1156,2007-07-20,21,468,1,2,0.1,4159,5316
IT_1159,2007-07-20,21,188,10,0,6.5,3817,5173
IT_1162,2007-07-20,21,470,1,0,0,2676,4149
IT_1168,2007-07-21,0,3,0,0,0.3,2380,5074
IT_1183,2007-07-21,0,283,1,0,1.6,2350,5862
IT_1198,2007-07-21,4,458,10,0,1.2,6416,8763
IT_1199,2007-07-21,4,459,0,0,1.1,6400,9439
IT_1200,2007-07-21,17,9,0,3,1.8,5031,13343
IT_1202,2007-07-21,17,358,0,3,8.1,2630,12395
IT_1205,2007-07-21,17,11,0,3,16.5,669,961
IT_1210,2007-07-21,20,55,0,0,0.7,2261,6023
IT_1217,2007-07-21,3,423,15,0,10.2,3213,7979
IT_1220,2007-07-21,21,441,10,2,14.2,3354,4760
IT_1227,2007-07-21,21,445,0,0,1.3,2985,4502
IT_1234,2007-07-21,21,24,10,0,30.1,3911,4905
IT_1235,2007-07-21,21,468,1,2,0.2,3896,5290
IT_1238,2007-07-21,21,452,0,0,4.1,4068,5330
IT_1251,2007-07-22,0,256,0,0,0.5,4225,7548
IT_1259,2007-07-22,0,15,0,2,0,1662,6300
IT_1260,2007-07-22,0,301,1,0,0.1,2353,3152
IT_1264,2007-07-22,0,367,0,0,1.8,2504,5491
IT_1274,2007-07-22,2,350,1,1,151,3454,6928
IT_1275,2007-07-22,8,35,16,2,0,1120,3470
IT_1276,2007-07-22,8,35,10,2,0,1891,7346
IT_1277,2007-07-22,8,35,12,2,0,6394,13542
IT_1281,2007-07-22,17,10,15,3,17.8,754,1254
IT_1285,2007-07-22,20,55,0,0,0.5,4302,6151
IT_1296,2007-07-22,3,423,15,0,15.6,3157,7563
IT_1302,2007-07-22,21,141,0,0,1.2,3453,5001
IT_1307,2007-07-22,21,14,0,0,2.2,3295,4992
IT_1310,2007-07-22,21,446,10,0,0,4833,7071
IT_1314,2007-07-22,21,24,10,0,0,3657,4864
IT_1315,2007-07-22,21,449,0,0,0,3490,4913
IT_1318,2007-07-22,21,452,0,0,3.3,3784,5255
IT_1319,2007-07-22,21,469,0,0,1.2,4417,5490
IT_1328,2007-07-23,0,0,0,0,1.8,3202,4820
IT_1329,2007-07-23,0,3,0,0,0.3,2560,4472
IT_1339,2007-07-23,0,235,0,2,1.2,3166,5807
IT_1341,2007-07-23,0,301,1,0,0.2,1721,2885
IT_1342,2007-07-23,0,283,1,0,0.1,2734,3507
IT_1346,2007-07-23,0,450,0,0,0.6,2976,4145
IT_1358,2007-07-23,11,16,0,0,4.7,3377,5653
IT_1359,2007-07-23,2,350,1,1,47.4,3934,6436
IT_1362,2007-07-23,17,13,0,3,0,455,2213
IT_1368,2007-07-23,20,55,0,0,0.1,4325,6187
IT_1373,2007-07-23,20,124,0,0,0,2753,3718
IT_1375,2007-07-23,20,403,0,0,124.2,2666,3708
IT_1378,2007-07-23,20,407,0,0,0.2,3110,4853
IT_1380,2007-07-23,3,423,15,0,10.4,3299,7884
IT_1382,2007-07-23,21,437,0,0,11.4,4105,6165
